path,label
dataset\2\C2_2021.jpg,2
dataset\1\C1_282.jpg,1
dataset\3\C3_1715.jpg,3
dataset\3\C3_282.jpg,3
dataset\1\C1_2707.jpg,1
dataset\3\C3_1832.jpg,3
dataset\0\C0_2712.jpg,0
dataset\3\C3_563.jpg,3
dataset\1\C1_664.jpg,1
dataset\3\C3_2436.jpg,3
dataset\1\C1_905.jpg,1
dataset\0\C0_982.jpg,0
dataset\0\C0_519.jpg,0
dataset\3\C3_1886.jpg,3
dataset\3\C3_847.jpg,3
dataset\1\C1_539.jpg,1
dataset\1\C1_2170.jpg,1
dataset\0\C0_989.jpg,0
dataset\1\C1_2730.jpg,1
dataset\1\C1_219.jpg,1
dataset\0\C0_1821.jpg,0
dataset\2\C2_503.jpg,2
dataset\1\C1_441.jpg,1
dataset\0\C0_2688.jpg,0
dataset\0\C0_622.jpg,0
dataset\1\C1_1958.jpg,1
dataset\0\C0_539.jpg,0
dataset\1\C1_1897.jpg,1
dataset\2\C2_574.jpg,2
dataset\1\C1_3096.jpg,1
dataset\2\C2_2589.jpg,2
dataset\0\C0_2634.jpg,0
dataset\1\C1_1581.jpg,1
dataset\3\C3_1335.jpg,3
dataset\1\C1_3057.jpg,1
dataset\1\C1_66.jpg,1
dataset\1\C1_809.jpg,1
dataset\1\C1_2680.jpg,1
dataset\1\C1_2105.jpg,1
dataset\1\C1_975.jpg,1
dataset\1\C1_2892.jpg,1
dataset\2\C2_1218.jpg,2
dataset\1\C1_164.jpg,1
dataset\1\C1_762.jpg,1
dataset\0\C0_2418.jpg,0
dataset\0\C0_2065.jpg,0
dataset\3\C3_2293.jpg,3
dataset\3\C3_13.jpg,3
dataset\1\C1_1540.jpg,1
dataset\1\C1_2306.jpg,1
dataset\1\C1_2310.jpg,1
dataset\3\C3_1548.jpg,3
dataset\0\C0_422.jpg,0
dataset\0\C0_2838.jpg,0
dataset\1\C1_2443.jpg,1
dataset\2\C2_2556.jpg,2
dataset\1\C1_719.jpg,1
dataset\1\C1_2248.jpg,1
dataset\1\C1_2376.jpg,1
dataset\2\C2_1205.jpg,2
dataset\1\C1_1002.jpg,1
dataset\0\C0_1968.jpg,0
dataset\0\C0_2633.jpg,0
dataset\1\C1_674.jpg,1
dataset\2\C2_21.jpg,2
dataset\3\C3_2390.jpg,3
dataset\2\C2_523.jpg,2
dataset\2\C2_1500.jpg,2
dataset\0\C0_841.jpg,0
dataset\0\C0_163.jpg,0
dataset\3\C3_2004.jpg,3
dataset\1\C1_2775.jpg,1
dataset\0\C0_2265.jpg,0
dataset\0\C0_2336.jpg,0
dataset\1\C1_1222.jpg,1
dataset\1\C1_537.jpg,1
dataset\2\C2_2602.jpg,2
dataset\0\C0_1808.jpg,0
dataset\1\C1_93.jpg,1
dataset\0\C0_1171.jpg,0
dataset\2\C2_597.jpg,2
dataset\3\C3_830.jpg,3
dataset\2\C2_935.jpg,2
dataset\1\C1_2045.jpg,1
dataset\1\C1_1689.jpg,1
dataset\1\C1_1972.jpg,1
dataset\2\C2_2701.jpg,2
dataset\2\C2_1820.jpg,2
dataset\2\C2_1603.jpg,2
dataset\2\C2_148.jpg,2
dataset\3\C3_1201.jpg,3
dataset\0\C0_722.jpg,0
dataset\2\C2_2550.jpg,2
dataset\2\C2_511.jpg,2
dataset\1\C1_105.jpg,1
dataset\3\C3_997.jpg,3
dataset\1\C1_2720.jpg,1
dataset\3\C3_1827.jpg,3
dataset\1\C1_1879.jpg,1
dataset\1\C1_2943.jpg,1
dataset\0\C0_1078.jpg,0
dataset\0\C0_1113.jpg,0
dataset\3\C3_105.jpg,3
dataset\3\C3_945.jpg,3
dataset\1\C1_1324.jpg,1
dataset\2\C2_2494.jpg,2
dataset\0\C0_2205.jpg,0
dataset\1\C1_192.jpg,1
dataset\1\C1_1349.jpg,1
dataset\2\C2_2520.jpg,2
dataset\3\C3_279.jpg,3
dataset\2\C2_2536.jpg,2
dataset\2\C2_2391.jpg,2
dataset\2\C2_835.jpg,2
dataset\1\C1_264.jpg,1
dataset\3\C3_987.jpg,3
dataset\3\C3_1669.jpg,3
dataset\3\C3_2189.jpg,3
dataset\2\C2_1282.jpg,2
dataset\3\C3_2450.jpg,3
dataset\1\C1_705.jpg,1
dataset\0\C0_1480.jpg,0
dataset\3\C3_2363.jpg,3
dataset\2\C2_1814.jpg,2
dataset\1\C1_2806.jpg,1
dataset\1\C1_2186.jpg,1
dataset\3\C3_396.jpg,3
dataset\0\C0_2114.jpg,0
dataset\0\C0_1625.jpg,0
dataset\1\C1_377.jpg,1
dataset\2\C2_2576.jpg,2
dataset\2\C2_2316.jpg,2
dataset\1\C1_2349.jpg,1
dataset\1\C1_1659.jpg,1
dataset\1\C1_2990.jpg,1
dataset\2\C2_1824.jpg,2
dataset\1\C1_2972.jpg,1
dataset\1\C1_232.jpg,1
dataset\2\C2_899.jpg,2
dataset\0\C0_2098.jpg,0
dataset\0\C0_324.jpg,0
dataset\1\C1_910.jpg,1
dataset\0\C0_1403.jpg,0
dataset\2\C2_2429.jpg,2
dataset\3\C3_1374.jpg,3
dataset\3\C3_1899.jpg,3
dataset\0\C0_1409.jpg,0
dataset\3\C3_1775.jpg,3
dataset\0\C0_990.jpg,0
dataset\1\C1_1238.jpg,1
dataset\0\C0_1973.jpg,0
dataset\1\C1_2469.jpg,1
dataset\3\C3_982.jpg,3
dataset\3\C3_1312.jpg,3
dataset\3\C3_1795.jpg,3
dataset\2\C2_702.jpg,2
dataset\1\C1_1079.jpg,1
dataset\3\C3_317.jpg,3
dataset\0\C0_1758.jpg,0
dataset\2\C2_557.jpg,2
dataset\0\C0_240.jpg,0
dataset\2\C2_2652.jpg,2
dataset\0\C0_1358.jpg,0
dataset\1\C1_2185.jpg,1
dataset\3\C3_1819.jpg,3
dataset\2\C2_2399.jpg,2
dataset\1\C1_2225.jpg,1
dataset\0\C0_1468.jpg,0
dataset\2\C2_1162.jpg,2
dataset\2\C2_352.jpg,2
dataset\1\C1_2934.jpg,1
dataset\1\C1_1773.jpg,1
dataset\3\C3_2451.jpg,3
dataset\3\C3_705.jpg,3
dataset\3\C3_429.jpg,3
dataset\3\C3_1801.jpg,3
dataset\2\C2_2373.jpg,2
dataset\1\C1_1888.jpg,1
dataset\1\C1_1880.jpg,1
dataset\0\C0_1517.jpg,0
dataset\2\C2_2230.jpg,2
dataset\3\C3_948.jpg,3
dataset\3\C3_1492.jpg,3
dataset\3\C3_2358.jpg,3
dataset\1\C1_2526.jpg,1
dataset\3\C3_2238.jpg,3
dataset\3\C3_973.jpg,3
dataset\1\C1_1505.jpg,1
dataset\3\C3_2337.jpg,3
dataset\1\C1_1283.jpg,1
dataset\2\C2_2231.jpg,2
dataset\0\C0_1593.jpg,0
dataset\3\C3_792.jpg,3
dataset\1\C1_2018.jpg,1
dataset\2\C2_479.jpg,2
dataset\0\C0_1481.jpg,0
dataset\0\C0_97.jpg,0
dataset\0\C0_2637.jpg,0
dataset\2\C2_2573.jpg,2
dataset\0\C0_2138.jpg,0
dataset\2\C2_889.jpg,2
dataset\0\C0_1065.jpg,0
dataset\2\C2_58.jpg,2
dataset\1\C1_659.jpg,1
dataset\2\C2_309.jpg,2
dataset\2\C2_2460.jpg,2
dataset\2\C2_365.jpg,2
dataset\0\C0_1267.jpg,0
dataset\1\C1_152.jpg,1
dataset\2\C2_455.jpg,2
dataset\0\C0_2146.jpg,0
dataset\2\C2_1668.jpg,2
dataset\1\C1_2641.jpg,1
dataset\1\C1_2708.jpg,1
dataset\2\C2_1875.jpg,2
dataset\0\C0_2548.jpg,0
dataset\3\C3_2288.jpg,3
dataset\3\C3_1783.jpg,3
dataset\0\C0_310.jpg,0
dataset\3\C3_2299.jpg,3
dataset\0\C0_2165.jpg,0
dataset\0\C0_2027.jpg,0
dataset\3\C3_21.jpg,3
dataset\3\C3_1057.jpg,3
dataset\3\C3_1263.jpg,3
dataset\0\C0_2033.jpg,0
dataset\2\C2_1021.jpg,2
dataset\0\C0_2721.jpg,0
dataset\1\C1_2368.jpg,1
dataset\3\C3_1368.jpg,3
dataset\1\C1_2584.jpg,1
dataset\2\C2_2548.jpg,2
dataset\1\C1_1219.jpg,1
dataset\1\C1_2710.jpg,1
dataset\3\C3_1156.jpg,3
dataset\3\C3_2403.jpg,3
dataset\0\C0_1400.jpg,0
dataset\0\C0_2644.jpg,0
dataset\3\C3_1997.jpg,3
dataset\1\C1_1423.jpg,1
dataset\2\C2_464.jpg,2
dataset\0\C0_836.jpg,0
dataset\0\C0_2448.jpg,0
dataset\1\C1_952.jpg,1
dataset\3\C3_1283.jpg,3
dataset\0\C0_1812.jpg,0
dataset\0\C0_1233.jpg,0
dataset\1\C1_2007.jpg,1
dataset\2\C2_2658.jpg,2
dataset\0\C0_1939.jpg,0
dataset\1\C1_1461.jpg,1
dataset\3\C3_480.jpg,3
dataset\2\C2_273.jpg,2
dataset\3\C3_2393.jpg,3
dataset\3\C3_1061.jpg,3
dataset\1\C1_1862.jpg,1
dataset\1\C1_363.jpg,1
dataset\2\C2_1556.jpg,2
dataset\1\C1_395.jpg,1
dataset\3\C3_2286.jpg,3
dataset\1\C1_1051.jpg,1
dataset\3\C3_1745.jpg,3
dataset\2\C2_2136.jpg,2
dataset\2\C2_1488.jpg,2
dataset\0\C0_1892.jpg,0
dataset\3\C3_1663.jpg,3
dataset\0\C0_2837.jpg,0
dataset\1\C1_827.jpg,1
dataset\2\C2_1797.jpg,2
dataset\2\C2_2303.jpg,2
dataset\1\C1_2768.jpg,1
dataset\2\C2_2228.jpg,2
dataset\3\C3_1896.jpg,3
dataset\0\C0_2412.jpg,0
dataset\1\C1_1275.jpg,1
dataset\3\C3_1850.jpg,3
dataset\3\C3_2347.jpg,3
dataset\3\C3_1680.jpg,3
dataset\3\C3_2473.jpg,3
dataset\3\C3_221.jpg,3
dataset\0\C0_99.jpg,0
dataset\3\C3_549.jpg,3
dataset\3\C3_859.jpg,3
dataset\2\C2_833.jpg,2
dataset\3\C3_1616.jpg,3
dataset\0\C0_1743.jpg,0
dataset\3\C3_2311.jpg,3
dataset\0\C0_578.jpg,0
dataset\3\C3_2475.jpg,3
dataset\2\C2_321.jpg,2
dataset\1\C1_1881.jpg,1
dataset\0\C0_2571.jpg,0
dataset\1\C1_1691.jpg,1
dataset\0\C0_1560.jpg,0
dataset\1\C1_671.jpg,1
dataset\0\C0_807.jpg,0
dataset\1\C1_555.jpg,1
dataset\1\C1_2154.jpg,1
dataset\1\C1_763.jpg,1
dataset\0\C0_2889.jpg,0
dataset\0\C0_2844.jpg,0
dataset\1\C1_33.jpg,1
dataset\2\C2_510.jpg,2
dataset\2\C2_951.jpg,2
dataset\1\C1_123.jpg,1
dataset\2\C2_724.jpg,2
dataset\1\C1_405.jpg,1
dataset\1\C1_433.jpg,1
dataset\1\C1_2344.jpg,1
dataset\1\C1_1264.jpg,1
dataset\3\C3_1513.jpg,3
dataset\2\C2_499.jpg,2
dataset\2\C2_1097.jpg,2
dataset\2\C2_1971.jpg,2
dataset\2\C2_1102.jpg,2
dataset\2\C2_439.jpg,2
dataset\1\C1_1854.jpg,1
dataset\0\C0_1129.jpg,0
dataset\1\C1_2516.jpg,1
dataset\2\C2_2572.jpg,2
dataset\0\C0_691.jpg,0
dataset\3\C3_600.jpg,3
dataset\2\C2_2204.jpg,2
dataset\2\C2_173.jpg,2
dataset\1\C1_1933.jpg,1
dataset\3\C3_1635.jpg,3
dataset\2\C2_73.jpg,2
dataset\1\C1_626.jpg,1
dataset\0\C0_1008.jpg,0
dataset\2\C2_2178.jpg,2
dataset\3\C3_1128.jpg,3
dataset\0\C0_1070.jpg,0
dataset\2\C2_1947.jpg,2
dataset\3\C3_1763.jpg,3
dataset\3\C3_334.jpg,3
dataset\3\C3_744.jpg,3
dataset\3\C3_233.jpg,3
dataset\1\C1_75.jpg,1
dataset\0\C0_1935.jpg,0
dataset\0\C0_2086.jpg,0
dataset\0\C0_1677.jpg,0
dataset\1\C1_2152.jpg,1
dataset\1\C1_946.jpg,1
dataset\0\C0_65.jpg,0
dataset\0\C0_2256.jpg,0
dataset\3\C3_2478.jpg,3
dataset\1\C1_63.jpg,1
dataset\2\C2_913.jpg,2
dataset\2\C2_2044.jpg,2
dataset\0\C0_270.jpg,0
dataset\1\C1_2348.jpg,1
dataset\2\C2_2163.jpg,2
dataset\2\C2_1141.jpg,2
dataset\0\C0_2885.jpg,0
dataset\3\C3_857.jpg,3
dataset\1\C1_469.jpg,1
dataset\0\C0_816.jpg,0
dataset\3\C3_493.jpg,3
dataset\1\C1_1209.jpg,1
dataset\1\C1_321.jpg,1
dataset\1\C1_1632.jpg,1
dataset\0\C0_2371.jpg,0
dataset\0\C0_2536.jpg,0
dataset\0\C0_2665.jpg,0
dataset\1\C1_771.jpg,1
dataset\2\C2_142.jpg,2
dataset\1\C1_1095.jpg,1
dataset\1\C1_2413.jpg,1
dataset\0\C0_2115.jpg,0
dataset\1\C1_2195.jpg,1
dataset\0\C0_795.jpg,0
dataset\1\C1_673.jpg,1
dataset\3\C3_1068.jpg,3
dataset\3\C3_2513.jpg,3
dataset\1\C1_1468.jpg,1
dataset\0\C0_205.jpg,0
dataset\0\C0_2072.jpg,0
dataset\3\C3_1598.jpg,3
dataset\3\C3_2417.jpg,3
dataset\1\C1_655.jpg,1
dataset\3\C3_1383.jpg,3
dataset\0\C0_1268.jpg,0
dataset\1\C1_3060.jpg,1
dataset\2\C2_925.jpg,2
dataset\0\C0_1822.jpg,0
dataset\3\C3_1110.jpg,3
dataset\2\C2_1278.jpg,2
dataset\1\C1_466.jpg,1
dataset\1\C1_1785.jpg,1
dataset\1\C1_948.jpg,1
dataset\2\C2_1404.jpg,2
dataset\3\C3_2284.jpg,3
dataset\2\C2_2547.jpg,2
dataset\1\C1_1740.jpg,1
dataset\2\C2_1647.jpg,2
dataset\0\C0_2000.jpg,0
dataset\0\C0_1567.jpg,0
dataset\1\C1_2307.jpg,1
dataset\3\C3_909.jpg,3
dataset\1\C1_358.jpg,1
dataset\2\C2_2688.jpg,2
dataset\0\C0_1423.jpg,0
dataset\2\C2_203.jpg,2
dataset\0\C0_2879.jpg,0
dataset\0\C0_1699.jpg,0
dataset\0\C0_1338.jpg,0
dataset\3\C3_509.jpg,3
dataset\2\C2_573.jpg,2
dataset\1\C1_2239.jpg,1
dataset\0\C0_2128.jpg,0
dataset\1\C1_1559.jpg,1
dataset\0\C0_1802.jpg,0
dataset\0\C0_2484.jpg,0
dataset\2\C2_1648.jpg,2
dataset\2\C2_1353.jpg,2
dataset\0\C0_950.jpg,0
dataset\2\C2_2031.jpg,2
dataset\0\C0_1565.jpg,0
dataset\1\C1_2877.jpg,1
dataset\3\C3_2457.jpg,3
dataset\1\C1_2490.jpg,1
dataset\1\C1_758.jpg,1
dataset\1\C1_2103.jpg,1
dataset\0\C0_655.jpg,0
dataset\1\C1_1727.jpg,1
dataset\0\C0_11.jpg,0
dataset\2\C2_2552.jpg,2
dataset\1\C1_2858.jpg,1
dataset\3\C3_2115.jpg,3
dataset\3\C3_2402.jpg,3
dataset\0\C0_1624.jpg,0
dataset\2\C2_473.jpg,2
dataset\2\C2_642.jpg,2
dataset\3\C3_2474.jpg,3
dataset\2\C2_882.jpg,2
dataset\3\C3_596.jpg,3
dataset\1\C1_1720.jpg,1
dataset\3\C3_553.jpg,3
dataset\0\C0_2547.jpg,0
dataset\3\C3_1410.jpg,3
dataset\0\C0_755.jpg,0
dataset\1\C1_2211.jpg,1
dataset\0\C0_12.jpg,0
dataset\1\C1_288.jpg,1
dataset\2\C2_2306.jpg,2
dataset\3\C3_1304.jpg,3
dataset\1\C1_747.jpg,1
dataset\3\C3_295.jpg,3
dataset\0\C0_899.jpg,0
dataset\3\C3_2177.jpg,3
dataset\1\C1_1971.jpg,1
dataset\1\C1_126.jpg,1
dataset\0\C0_1644.jpg,0
dataset\0\C0_1363.jpg,0
dataset\1\C1_2512.jpg,1
dataset\0\C0_1115.jpg,0
dataset\1\C1_1673.jpg,1
dataset\3\C3_722.jpg,3
dataset\1\C1_1961.jpg,1
dataset\1\C1_34.jpg,1
dataset\2\C2_2405.jpg,2
dataset\1\C1_696.jpg,1
dataset\1\C1_1184.jpg,1
dataset\3\C3_1584.jpg,3
dataset\3\C3_176.jpg,3
dataset\2\C2_1744.jpg,2
dataset\0\C0_2303.jpg,0
dataset\2\C2_1452.jpg,2
dataset\2\C2_2308.jpg,2
dataset\2\C2_474.jpg,2
dataset\2\C2_1387.jpg,2
dataset\0\C0_2435.jpg,0
dataset\3\C3_1413.jpg,3
dataset\1\C1_717.jpg,1
dataset\2\C2_2639.jpg,2
dataset\1\C1_954.jpg,1
dataset\3\C3_2528.jpg,3
dataset\1\C1_1203.jpg,1
dataset\0\C0_338.jpg,0
dataset\2\C2_78.jpg,2
dataset\0\C0_1529.jpg,0
dataset\1\C1_2951.jpg,1
dataset\0\C0_1444.jpg,0
dataset\0\C0_747.jpg,0
dataset\0\C0_1462.jpg,0
dataset\2\C2_991.jpg,2
dataset\1\C1_365.jpg,1
dataset\2\C2_1878.jpg,2
dataset\2\C2_371.jpg,2
dataset\2\C2_1538.jpg,2
dataset\3\C3_1514.jpg,3
dataset\2\C2_1115.jpg,2
dataset\0\C0_2780.jpg,0
dataset\2\C2_1081.jpg,2
dataset\3\C3_419.jpg,3
dataset\2\C2_770.jpg,2
dataset\0\C0_290.jpg,0
dataset\1\C1_1857.jpg,1
dataset\0\C0_2461.jpg,0
dataset\0\C0_2335.jpg,0
dataset\1\C1_1368.jpg,1
dataset\0\C0_1084.jpg,0
dataset\0\C0_265.jpg,0
dataset\0\C0_999.jpg,0
dataset\0\C0_122.jpg,0
dataset\0\C0_2658.jpg,0
dataset\2\C2_761.jpg,2
dataset\3\C3_793.jpg,3
dataset\3\C3_1047.jpg,3
dataset\0\C0_2639.jpg,0
dataset\1\C1_1599.jpg,1
dataset\2\C2_1146.jpg,2
dataset\1\C1_563.jpg,1
dataset\1\C1_28.jpg,1
dataset\2\C2_228.jpg,2
dataset\0\C0_2476.jpg,0
dataset\2\C2_1165.jpg,2
dataset\3\C3_1830.jpg,3
dataset\1\C1_1436.jpg,1
dataset\0\C0_2187.jpg,0
dataset\2\C2_691.jpg,2
dataset\2\C2_1580.jpg,2
dataset\3\C3_808.jpg,3
dataset\2\C2_1870.jpg,2
dataset\3\C3_288.jpg,3
dataset\1\C1_2309.jpg,1
dataset\0\C0_2853.jpg,0
dataset\2\C2_1565.jpg,2
dataset\0\C0_2527.jpg,0
dataset\0\C0_2214.jpg,0
dataset\0\C0_2200.jpg,0
dataset\3\C3_2181.jpg,3
dataset\3\C3_1258.jpg,3
dataset\2\C2_883.jpg,2
dataset\3\C3_835.jpg,3
dataset\0\C0_1154.jpg,0
dataset\2\C2_1177.jpg,2
dataset\3\C3_472.jpg,3
dataset\0\C0_1123.jpg,0
dataset\2\C2_2625.jpg,2
dataset\3\C3_256.jpg,3
dataset\3\C3_2090.jpg,3
dataset\3\C3_77.jpg,3
dataset\1\C1_2357.jpg,1
dataset\3\C3_951.jpg,3
dataset\1\C1_1610.jpg,1
dataset\0\C0_2543.jpg,0
dataset\0\C0_2143.jpg,0
dataset\3\C3_69.jpg,3
dataset\1\C1_175.jpg,1
dataset\2\C2_1227.jpg,2
dataset\2\C2_1753.jpg,2
dataset\3\C3_1613.jpg,3
dataset\1\C1_2139.jpg,1
dataset\2\C2_67.jpg,2
dataset\3\C3_251.jpg,3
dataset\3\C3_44.jpg,3
dataset\1\C1_2474.jpg,1
dataset\1\C1_2947.jpg,1
dataset\1\C1_2031.jpg,1
dataset\1\C1_2748.jpg,1
dataset\3\C3_1700.jpg,3
dataset\1\C1_210.jpg,1
dataset\1\C1_1252.jpg,1
dataset\1\C1_2062.jpg,1
dataset\2\C2_1006.jpg,2
dataset\1\C1_2898.jpg,1
dataset\3\C3_1917.jpg,3
dataset\1\C1_576.jpg,1
dataset\0\C0_1067.jpg,0
dataset\0\C0_1191.jpg,0
dataset\1\C1_1375.jpg,1
dataset\3\C3_2133.jpg,3
dataset\2\C2_2172.jpg,2
dataset\0\C0_2485.jpg,0
dataset\1\C1_1734.jpg,1
dataset\1\C1_1782.jpg,1
dataset\2\C2_292.jpg,2
dataset\3\C3_1882.jpg,3
dataset\0\C0_2167.jpg,0
dataset\0\C0_2585.jpg,0
dataset\0\C0_2100.jpg,0
dataset\1\C1_1922.jpg,1
dataset\2\C2_1731.jpg,2
dataset\1\C1_556.jpg,1
dataset\2\C2_249.jpg,2
dataset\2\C2_1665.jpg,2
dataset\0\C0_2854.jpg,0
dataset\3\C3_2419.jpg,3
dataset\0\C0_153.jpg,0
dataset\1\C1_1583.jpg,1
dataset\1\C1_2818.jpg,1
dataset\3\C3_1565.jpg,3
dataset\0\C0_503.jpg,0
dataset\1\C1_1383.jpg,1
dataset\2\C2_1827.jpg,2
dataset\1\C1_1483.jpg,1
dataset\1\C1_614.jpg,1
dataset\3\C3_2209.jpg,3
dataset\2\C2_220.jpg,2
dataset\1\C1_854.jpg,1
dataset\0\C0_2047.jpg,0
dataset\1\C1_357.jpg,1
dataset\1\C1_769.jpg,1
dataset\1\C1_805.jpg,1
dataset\2\C2_269.jpg,2
dataset\3\C3_2453.jpg,3
dataset\1\C1_1493.jpg,1
dataset\0\C0_758.jpg,0
dataset\2\C2_1535.jpg,2
dataset\3\C3_825.jpg,3
dataset\3\C3_10.jpg,3
dataset\1\C1_1122.jpg,1
dataset\3\C3_1836.jpg,3
dataset\3\C3_2313.jpg,3
dataset\2\C2_1788.jpg,2
dataset\0\C0_1858.jpg,0
dataset\1\C1_2395.jpg,1
dataset\1\C1_1296.jpg,1
dataset\3\C3_2336.jpg,3
dataset\3\C3_515.jpg,3
dataset\3\C3_761.jpg,3
dataset\1\C1_598.jpg,1
dataset\2\C2_528.jpg,2
dataset\1\C1_373.jpg,1
dataset\2\C2_1931.jpg,2
dataset\2\C2_1355.jpg,2
dataset\0\C0_20.jpg,0
dataset\3\C3_940.jpg,3
dataset\3\C3_2240.jpg,3
dataset\3\C3_1243.jpg,3
dataset\1\C1_1824.jpg,1
dataset\0\C0_1466.jpg,0
dataset\3\C3_278.jpg,3
dataset\1\C1_60.jpg,1
dataset\2\C2_1264.jpg,2
dataset\0\C0_1794.jpg,0
dataset\0\C0_433.jpg,0
dataset\3\C3_570.jpg,3
dataset\2\C2_1894.jpg,2
dataset\1\C1_636.jpg,1
dataset\2\C2_1873.jpg,2
dataset\1\C1_949.jpg,1
dataset\1\C1_1173.jpg,1
dataset\1\C1_862.jpg,1
dataset\1\C1_2830.jpg,1
dataset\1\C1_1473.jpg,1
dataset\0\C0_1440.jpg,0
dataset\2\C2_1979.jpg,2
dataset\1\C1_2510.jpg,1
dataset\2\C2_1203.jpg,2
dataset\2\C2_1639.jpg,2
dataset\0\C0_1458.jpg,0
dataset\2\C2_1987.jpg,2
dataset\0\C0_1184.jpg,0
dataset\3\C3_359.jpg,3
dataset\1\C1_1906.jpg,1
dataset\0\C0_429.jpg,0
dataset\2\C2_2499.jpg,2
dataset\2\C2_141.jpg,2
dataset\0\C0_1574.jpg,0
dataset\3\C3_704.jpg,3
dataset\0\C0_1475.jpg,0
dataset\2\C2_2047.jpg,2
dataset\3\C3_1717.jpg,3
dataset\3\C3_740.jpg,3
dataset\2\C2_306.jpg,2
dataset\0\C0_415.jpg,0
dataset\0\C0_997.jpg,0
dataset\2\C2_382.jpg,2
dataset\0\C0_116.jpg,0
dataset\2\C2_2181.jpg,2
dataset\2\C2_929.jpg,2
dataset\1\C1_1028.jpg,1
dataset\2\C2_2668.jpg,2
dataset\0\C0_1182.jpg,0
dataset\0\C0_355.jpg,0
dataset\0\C0_2291.jpg,0
dataset\2\C2_2714.jpg,2
dataset\0\C0_264.jpg,0
dataset\2\C2_1900.jpg,2
dataset\2\C2_1791.jpg,2
dataset\0\C0_1380.jpg,0
dataset\1\C1_2377.jpg,1
dataset\1\C1_1169.jpg,1
dataset\1\C1_2101.jpg,1
dataset\1\C1_739.jpg,1
dataset\0\C0_408.jpg,0
dataset\0\C0_599.jpg,0
dataset\2\C2_244.jpg,2
dataset\1\C1_1811.jpg,1
dataset\2\C2_1980.jpg,2
dataset\2\C2_2465.jpg,2
dataset\1\C1_1425.jpg,1
dataset\1\C1_420.jpg,1
dataset\3\C3_1697.jpg,3
dataset\3\C3_2075.jpg,3
dataset\0\C0_1676.jpg,0
dataset\1\C1_1353.jpg,1
dataset\0\C0_31.jpg,0
dataset\0\C0_1803.jpg,0
dataset\0\C0_1876.jpg,0
dataset\2\C2_346.jpg,2
dataset\0\C0_73.jpg,0
dataset\1\C1_806.jpg,1
dataset\2\C2_407.jpg,2
dataset\1\C1_354.jpg,1
dataset\1\C1_2624.jpg,1
dataset\2\C2_1302.jpg,2
dataset\3\C3_1284.jpg,3
dataset\0\C0_2353.jpg,0
dataset\2\C2_2503.jpg,2
dataset\1\C1_1142.jpg,1
dataset\1\C1_211.jpg,1
dataset\2\C2_1225.jpg,2
dataset\0\C0_111.jpg,0
dataset\1\C1_2138.jpg,1
dataset\1\C1_2552.jpg,1
dataset\1\C1_1940.jpg,1
dataset\2\C2_143.jpg,2
dataset\0\C0_2495.jpg,0
dataset\0\C0_2720.jpg,0
dataset\3\C3_71.jpg,3
dataset\1\C1_1544.jpg,1
dataset\1\C1_2238.jpg,1
dataset\1\C1_1920.jpg,1
dataset\1\C1_1131.jpg,1
dataset\1\C1_189.jpg,1
dataset\0\C0_819.jpg,0
dataset\1\C1_2963.jpg,1
dataset\1\C1_1523.jpg,1
dataset\1\C1_1830.jpg,1
dataset\1\C1_98.jpg,1
dataset\1\C1_1291.jpg,1
dataset\0\C0_256.jpg,0
dataset\0\C0_1180.jpg,0
dataset\3\C3_1726.jpg,3
dataset\0\C0_51.jpg,0
dataset\3\C3_689.jpg,3
dataset\2\C2_740.jpg,2
dataset\1\C1_841.jpg,1
dataset\1\C1_2893.jpg,1
dataset\0\C0_104.jpg,0
dataset\0\C0_68.jpg,0
dataset\1\C1_957.jpg,1
dataset\1\C1_82.jpg,1
dataset\3\C3_1063.jpg,3
dataset\1\C1_1404.jpg,1
dataset\3\C3_834.jpg,3
dataset\2\C2_121.jpg,2
dataset\0\C0_2701.jpg,0
dataset\2\C2_2414.jpg,2
dataset\3\C3_115.jpg,3
dataset\1\C1_179.jpg,1
dataset\0\C0_2655.jpg,0
dataset\3\C3_512.jpg,3
dataset\3\C3_1420.jpg,3
dataset\1\C1_2827.jpg,1
dataset\2\C2_467.jpg,2
dataset\1\C1_2340.jpg,1
dataset\0\C0_1158.jpg,0
dataset\0\C0_332.jpg,0
dataset\1\C1_2719.jpg,1
dataset\0\C0_2876.jpg,0
dataset\1\C1_2255.jpg,1
dataset\2\C2_752.jpg,2
dataset\3\C3_2371.jpg,3
dataset\1\C1_454.jpg,1
dataset\0\C0_1428.jpg,0
dataset\2\C2_2451.jpg,2
dataset\2\C2_180.jpg,2
dataset\2\C2_2103.jpg,2
dataset\0\C0_2185.jpg,0
dataset\2\C2_992.jpg,2
dataset\3\C3_215.jpg,3
dataset\3\C3_2066.jpg,3
dataset\1\C1_2846.jpg,1
dataset\2\C2_1582.jpg,2
dataset\1\C1_151.jpg,1
dataset\1\C1_295.jpg,1
dataset\1\C1_2325.jpg,1
dataset\0\C0_2160.jpg,0
dataset\1\C1_627.jpg,1
dataset\1\C1_2798.jpg,1
dataset\1\C1_55.jpg,1
dataset\1\C1_2696.jpg,1
dataset\3\C3_1572.jpg,3
dataset\1\C1_2776.jpg,1
dataset\3\C3_360.jpg,3
dataset\2\C2_137.jpg,2
dataset\2\C2_1819.jpg,2
dataset\3\C3_1760.jpg,3
dataset\0\C0_727.jpg,0
